"cleaned","label"
"when i heard young women are suffering from blood clots tied to the vaccine i couldn't help but think is this about birth control did they not test the vaccine on women taking different birth controls","-1"
"at this point this vaccine on wednesday is the only option cause this is all going horribly uk strain is more transmissible the us rollout is off to a laughable start and nobody really wanna even take the damn thing but wanna get back to normal how","1"
"you didn't answer a single question you can't answer so you say google it what a pathetic reply so you get one more chance what's your excuse for all those who've died from the vaccine or died from covid after getting vaccinated what do you say to them","-1"
"so what we're freaking out over less than 1 of total deaths period so why not freak out over less than 1 with the vaccine same percentages your selective outrage and manufactured fear is showing","1"
"they making it mandatory for vaccinations in order to go to nyc restaurants and my brother is laughing like take the vaccine or no more steak houses for you i hate that for me","-1"
"there's a new feature on the app that allows you to fill out sections of a form to troubleshoot but ultimately the app puts the ownness on you with a message that suggests your vaccine location entered your info wrong or incompletely 38","1"
"polio was a rampant and visceral threat at the time and well needed vaccination covid is nothing more than a bad flu sent by china the vaccine was created at the same time they created the virus it's no mystery why they got it so fast op warp speed only sped the distribution","-1"
"one of the last things they do before they're intubated is beg me for the vaccine i hold their hand and tell them that i'm sorry but it's too late after they die i hug their familythey crythey thought it was a hoax that it was political","1"
"hell no nobody is coming near me with that frankenstein vaccine my immune system will do just fine","-1"
"yeah but the cdc won't recognize that so will ignore breakthroughs in vaccine recommendations","-1"
"thank you for encouraging everyone to take daddy's vaccine","1"
"the amount of communication and ease in this vaccine rollout is pitiful the pros and cons for your two choices seem very balanced","-1"
"side effect of institutional betrayal trauma is mistrust vaccine hesitancy healthcare workers are treated as expendable still cdc fda osha let them go unprotected untested then didn't track their infection and death is fighting against osha protections now","-1"
"new thought you seen politicians get a vaccine on tv how do we know that vaccine was not a placebo it's called the noble lie they're testing the vaccine on people because they cannot use lab rats lab rats have an immune system that will not accept the virus","-1"
"lmao and humans still don't get that they're all being part of research with this vaccine wake the fuck up","-1"
"the vaccine is coming for usssss","1"
"the vaccine has killed almost 1k people we gotta fact check this if it's causing blood clots and killing people it's not alright clearly there is a problem if people are dying after they get it and mysteriously a live before taking it common sense you can't cover it up","-1"
"boris johnson is not a conservative at all he is a globalist selling his country and his people out to corporations requiring vaccine passports is not a conservative position","-1"
"the one who can answer questions like these correctly 1 against what precisely does the vax stimulate antibody production 2 why should a person with covid antibodies get the vax 3 why might one want to actively seek infection once vaxed show us what you got","-1"
"how could you tell us on ny1 that you are getting the jandj vaccine when the rest of us have to get the 2dose vaccine you are an idiot","1"
"which points is he wrong on cloth masks ineffectiveness no minimal transmission amongfrom children no lack of deadlines to children this was a school no saying the vaccine has unintended consequences perhaps you r reckless stop being complicit in silencing dissent","-1"
"i just searched it and it looks like you still can because i'm also allergic to amoxicillin best thing to do is let them know when you go to get your vaccine","1"
